,juror,country,fight,role,score,participant,problem,round,fightName
0,Alberto Rolandi,Slovenia,1,Rep,7.0,Rok Grgic MeskoandMaks Repse,13. Chaotic Magnetic Pendulum,1,Selective Fight 1| Room Room 4| Round 1
563,Yeinizon Rodriguez,Croatia,3,Mod,9.0,Maja Milas,5. Sparkler,1,Selective Fight 3| Room Room 5| Round 1
564,Anastasiia Vasylchenkova,Colombia,3,Rep,6.0,Angela Barajas,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
565,Anastasiia Vasylchenkova,Poland,3,Opp,8.0,Jakub Trzaska,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
566,Anastasiia Vasylchenkova,Denmark,3,Mod,8.0,Juan Felipe Cespedes Moreno,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
567,Diego Gallego,Colombia,3,Rep,7.0,Angela Barajas,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
568,Diego Gallego,Poland,3,Opp,7.0,Jakub Trzaska,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
569,Diego Gallego,Denmark,3,Mod,9.0,Juan Felipe Cespedes Moreno,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
570,Jean-Philippe Ansermet,Colombia,3,Rep,7.0,Angela Barajas,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
571,Jean-Philippe Ansermet,Poland,3,Opp,5.0,Jakub Trzaska,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
572,Jean-Philippe Ansermet,Denmark,3,Mod,5.0,Juan Felipe Cespedes Moreno,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
573,Karen Milena Fonseca Romero,Colombia,3,Rep,8.0,Angela Barajas,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
574,Karen Milena Fonseca Romero,Poland,3,Opp,7.0,Jakub Trzaska,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
575,Karen Milena Fonseca Romero,Denmark,3,Mod,6.0,Juan Felipe Cespedes Moreno,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
576,Leandro Tessler,Colombia,3,Rep,6.0,Angela Barajas,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
577,Leandro Tessler,Poland,3,Opp,5.0,Jakub Trzaska,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
578,Leandro Tessler,Denmark,3,Mod,6.0,Juan Felipe Cespedes Moreno,15. Galileo method,1,Selective Fight 3| Room Room 4| Round 1
579,Eduar Becerra,UK,3,Rep,5.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
580,Eduar Becerra,Netherlands,3,Opp,5.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
581,Eduar Becerra,France,3,Mod,6.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
582,Kseniia Minakova,UK,3,Rep,4.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
583,Kseniia Minakova,Netherlands,3,Opp,6.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
584,Kseniia Minakova,France,3,Mod,8.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
585,Mathieu Suter,UK,3,Rep,3.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
586,Mathieu Suter,Netherlands,3,Opp,3.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
587,Mathieu Suter,France,3,Mod,6.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
588,Nikola Poljak,UK,3,Rep,4.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
589,Nikola Poljak,Netherlands,3,Opp,6.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
590,Nikola Poljak,France,3,Mod,6.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
591,Peter Vesborg,UK,3,Rep,3.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
592,Peter Vesborg,Netherlands,3,Opp,4.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
593,Peter Vesborg,France,3,Mod,4.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
594,Urban Mur,UK,3,Rep,4.0,Tamas Daniel Lipovics,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
595,Urban Mur,Netherlands,3,Opp,8.0,Szymon Blazuski,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
596,Urban Mur,France,3,Mod,8.0,Alexis Bonnafont,5. Sparkler,1,Selective Fight 3| Room Room 3| Round 1
597,Anastasiia Haieva,Italy,3,Rep,7.0,Sophie Cavallini,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
598,Anastasiia Haieva,Brazil,3,Opp,8.0,Leonardo Falabella,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
599,Anastasiia Haieva,Slovenia,3,Mod,8.0,David Tegeltija,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
600,Andrés Camilo Garcia Castro,Italy,3,Rep,8.0,Sophie Cavallini,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
601,Andrés Camilo Garcia Castro,Brazil,3,Opp,6.0,Leonardo Falabella,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
602,Andrés Camilo Garcia Castro,Slovenia,3,Mod,7.0,David Tegeltija,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
603,Evgenii Glushkov,Italy,3,Rep,7.0,Sophie Cavallini,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
604,Evgenii Glushkov,Brazil,3,Opp,8.0,Leonardo Falabella,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
605,Evgenii Glushkov,Slovenia,3,Mod,7.0,David Tegeltija,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
606,Frederik Durhuus,Italy,3,Rep,5.0,Sophie Cavallini,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
607,Frederik Durhuus,Brazil,3,Opp,8.0,Leonardo Falabella,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
608,Frederik Durhuus,Slovenia,3,Mod,6.0,David Tegeltija,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
609,Pawel Szczypkowski,Italy,3,Rep,7.0,Sophie Cavallini,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
610,Pawel Szczypkowski,Brazil,3,Opp,6.0,Leonardo Falabella,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
611,Pawel Szczypkowski,Slovenia,3,Mod,6.0,David Tegeltija,11. Smashing Spheres,2,Selective Fight 3| Room Room 1| Round 2
612,Federico Serrano,Germany,3,Rep,7.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
613,Federico Serrano,Croatia,3,Opp,4.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
614,Federico Serrano,Sweden,3,Mod,8.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
615,John William Sandino del Busto,Germany,3,Rep,6.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
616,John William Sandino del Busto,Croatia,3,Opp,7.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
617,John William Sandino del Busto,Sweden,3,Mod,6.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
618,Jose Daniel Muñoz Castaño,Germany,3,Rep,7.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
619,Jose Daniel Muñoz Castaño,Croatia,3,Opp,8.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
620,Jose Daniel Muñoz Castaño,Sweden,3,Mod,7.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
621,Matheus A. S. Pessoa,Germany,3,Rep,5.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
622,Matheus A. S. Pessoa,Croatia,3,Opp,6.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
623,Matheus A. S. Pessoa,Sweden,3,Mod,7.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
624,Suzanne Andersen,Germany,3,Rep,3.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
625,Suzanne Andersen,Croatia,3,Opp,3.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
626,Suzanne Andersen,Sweden,3,Mod,9.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
627,Yeinizon Rodriguez,Germany,3,Rep,7.0,Florian Hirsch,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
628,Yeinizon Rodriguez,Croatia,3,Opp,7.0,Petra Ivatovic,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
629,Yeinizon Rodriguez,Sweden,3,Mod,5.0,Eliott Bourget,11. Smashing Spheres,2,Selective Fight 3| Room Room 5| Round 2
630,Anastasiia Vasylchenkova,Poland,3,Rep,7.0,Michal Zdziennicki,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
631,Anastasiia Vasylchenkova,Denmark,3,Opp,5.0,Valdemar  Frederiksen,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
632,Anastasiia Vasylchenkova,Colombia,3,Mod,6.0,Brayan Barajas,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
633,Diego Gallego,Poland,3,Rep,8.0,Michal Zdziennicki,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
634,Diego Gallego,Denmark,3,Opp,3.0,Valdemar  Frederiksen,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
635,Diego Gallego,Colombia,3,Mod,5.0,Brayan Barajas,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
636,Jean-Philippe Ansermet,Poland,3,Rep,6.0,Michal Zdziennicki,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
637,Jean-Philippe Ansermet,Denmark,3,Opp,5.0,Valdemar  Frederiksen,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
638,Jean-Philippe Ansermet,Colombia,3,Mod,6.0,Brayan Barajas,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
639,Karen Milena Fonseca Romero,Poland,3,Rep,9.0,Michal Zdziennicki,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
640,Karen Milena Fonseca Romero,Denmark,3,Opp,6.0,Valdemar  Frederiksen,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
641,Karen Milena Fonseca Romero,Colombia,3,Mod,7.0,Brayan Barajas,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
642,Leandro Tessler,Poland,3,Rep,9.0,Michal Zdziennicki,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
643,Leandro Tessler,Denmark,3,Opp,5.0,Valdemar  Frederiksen,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
644,Leandro Tessler,Colombia,3,Mod,6.0,Brayan Barajas,2. Airbounce,2,Selective Fight 3| Room Room 4| Round 2
645,Anastasiia Vasylchenkova,Denmark,3,Rep,8.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
646,Anastasiia Vasylchenkova,Colombia,3,Opp,7.0,Juan Diego Figueroa Hernandez,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
647,Anastasiia Vasylchenkova,Poland,3,Mod,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
648,Diego Gallego,Denmark,3,Rep,6.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
649,Diego Gallego,Colombia,3,Opp,6.0,Juan Diego Figueroa Hernandez,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
650,Diego Gallego,Poland,3,Mod,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
651,Jean-Philippe Ansermet,Denmark,3,Rep,7.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
652,Jean-Philippe Ansermet,Colombia,3,Opp,6.0,Juan Diego Figueroa Hernandez,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
653,Jean-Philippe Ansermet,Poland,3,Mod,9.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
654,Karen Milena Fonseca Romero,Denmark,3,Rep,8.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
655,Karen Milena Fonseca Romero,Colombia,3,Opp,7.0,Juan Diego Figueroa Hernandez,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
656,Karen Milena Fonseca Romero,Poland,3,Mod,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
657,Leandro Tessler,Denmark,3,Rep,5.0,Joachim Hermansen,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
658,Leandro Tessler,Colombia,3,Opp,6.0,Juan Diego Figueroa Hernandez,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
659,Leandro Tessler,Poland,3,Mod,7.0,Stanislaw Rakowski,13. Chaotic Magnetic Pendulum,3,Selective Fight 3| Room Room 4| Round 3
660,Eduar Becerra,Netherlands,3,Rep,6.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
661,Eduar Becerra,France,3,Opp,7.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
662,Eduar Becerra,UK,3,Mod,5.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
663,Kseniia Minakova,Netherlands,3,Rep,6.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
664,Kseniia Minakova,France,3,Opp,8.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
665,Kseniia Minakova,UK,3,Mod,7.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
666,Mathieu Suter,Netherlands,3,Rep,4.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
667,Mathieu Suter,France,3,Opp,10.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
668,Mathieu Suter,UK,3,Mod,8.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
669,Nikola Poljak,Netherlands,3,Rep,7.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
670,Nikola Poljak,France,3,Opp,10.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
671,Nikola Poljak,UK,3,Mod,8.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
672,Peter Vesborg,Netherlands,3,Rep,7.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
673,Peter Vesborg,France,3,Opp,9.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
674,Peter Vesborg,UK,3,Mod,8.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
675,Urban Mur,Netherlands,3,Rep,6.0,Wladyslaw Sowul,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
676,Urban Mur,France,3,Opp,9.0,Mattia Mauro,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
677,Urban Mur,UK,3,Mod,4.0,Nina  Mulder-Qureshi,6. Flat Earth,2,Selective Fight 3| Room Room 3| Round 2
678,Eduar Becerra,France,3,Rep,7.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
679,Eduar Becerra,UK,3,Opp,5.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
680,Eduar Becerra,Netherlands,3,Mod,6.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
681,Kseniia Minakova,France,3,Rep,8.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
682,Kseniia Minakova,UK,3,Opp,5.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
683,Kseniia Minakova,Netherlands,3,Mod,6.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
684,Mathieu Suter,France,3,Rep,6.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
685,Mathieu Suter,UK,3,Opp,4.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
686,Mathieu Suter,Netherlands,3,Mod,5.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
687,Nikola Poljak,France,3,Rep,9.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
688,Nikola Poljak,UK,3,Opp,8.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
689,Nikola Poljak,Netherlands,3,Mod,7.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
690,Peter Vesborg,France,3,Rep,9.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
691,Peter Vesborg,UK,3,Opp,7.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
692,Peter Vesborg,Netherlands,3,Mod,7.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
693,Urban Mur,France,3,Rep,8.0,Antoine Lacan,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
694,Urban Mur,UK,3,Opp,6.0,Bohdan Glisevic,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
695,Urban Mur,Netherlands,3,Mod,7.0,Szymon Blazuski,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 3| Round 3
696,Anastasiia Haieva,Brazil,3,Rep,9.0,Alvaro Ribas,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
697,Anastasiia Haieva,Slovenia,3,Opp,9.0,Tijan Prijon,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
698,Anastasiia Haieva,Italy,3,Mod,8.0,Alessandro Palermo,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
699,Andrés Camilo Garcia Castro,Brazil,3,Rep,8.0,Alvaro Ribas,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
700,Andrés Camilo Garcia Castro,Slovenia,3,Opp,7.0,Tijan Prijon,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
701,Andrés Camilo Garcia Castro,Italy,3,Mod,8.0,Alessandro Palermo,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
702,Evgenii Glushkov,Brazil,3,Rep,9.0,Alvaro Ribas,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
703,Evgenii Glushkov,Slovenia,3,Opp,7.0,Tijan Prijon,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
704,Evgenii Glushkov,Italy,3,Mod,7.0,Alessandro Palermo,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
705,Frederik Durhuus,Brazil,3,Rep,9.0,Alvaro Ribas,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
706,Frederik Durhuus,Slovenia,3,Opp,5.0,Tijan Prijon,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
707,Frederik Durhuus,Italy,3,Mod,7.0,Alessandro Palermo,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
708,Pawel Szczypkowski,Brazil,3,Rep,9.0,Alvaro Ribas,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
709,Pawel Szczypkowski,Slovenia,3,Opp,6.0,Tijan Prijon,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
710,Pawel Szczypkowski,Italy,3,Mod,5.0,Alessandro Palermo,4. Filled ball,3,Selective Fight 3| Room Room 1| Round 3
711,Federico Serrano,Croatia,3,Rep,5.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
712,Federico Serrano,Sweden,3,Opp,7.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
713,Federico Serrano,Germany,3,Mod,7.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
714,John William Sandino del Busto,Croatia,3,Rep,6.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
715,John William Sandino del Busto,Sweden,3,Opp,9.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
716,John William Sandino del Busto,Germany,3,Mod,9.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
717,Jose Daniel Muñoz Castaño,Croatia,3,Rep,7.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
718,Jose Daniel Muñoz Castaño,Sweden,3,Opp,7.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
719,Jose Daniel Muñoz Castaño,Germany,3,Mod,10.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
720,Matheus A. S. Pessoa,Croatia,3,Rep,6.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
721,Matheus A. S. Pessoa,Sweden,3,Opp,9.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
722,Matheus A. S. Pessoa,Germany,3,Mod,9.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
723,Suzanne Andersen,Croatia,3,Rep,4.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
724,Suzanne Andersen,Sweden,3,Opp,9.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
725,Suzanne Andersen,Germany,3,Mod,10.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
726,Yeinizon Rodriguez,Croatia,3,Rep,6.0,Maja Milas,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
727,Yeinizon Rodriguez,Sweden,3,Opp,8.0,Luca Terenzi,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
728,Yeinizon Rodriguez,Germany,3,Mod,7.0,Lisanne  Loher,10. Droplet sandy fingerprints,3,Selective Fight 3| Room Room 5| Round 3
729,Alberto Rolandi,UK,4,Rep,5.0,Nina  Mulder-Qureshi,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
730,Alberto Rolandi,Italy,4,Opp,7.0,Dario Ventura,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
731,Alberto Rolandi,Denmark,4,Mod,8.0,Joachim Hermansen,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
732,Jose Daniel Muñoz Castaño,UK,4,Rep,4.0,Nina  Mulder-Qureshi,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
733,Jose Daniel Muñoz Castaño,Italy,4,Opp,5.0,Dario Ventura,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
734,Jose Daniel Muñoz Castaño,Denmark,4,Mod,6.0,Joachim Hermansen,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
735,José Fernando Rodríguez Ruiz,UK,4,Rep,6.0,Nina  Mulder-Qureshi,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
736,José Fernando Rodríguez Ruiz,Italy,4,Opp,7.0,Dario Ventura,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
737,José Fernando Rodríguez Ruiz,Denmark,4,Mod,8.0,Joachim Hermansen,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
738,Karen Milena Fonseca Romero,UK,4,Rep,7.0,Nina  Mulder-Qureshi,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
739,Karen Milena Fonseca Romero,Italy,4,Opp,7.0,Dario Ventura,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
740,Karen Milena Fonseca Romero,Denmark,4,Mod,8.0,Joachim Hermansen,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
741,Krzysztof Turzynski,UK,4,Rep,6.0,Nina  Mulder-Qureshi,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
742,Krzysztof Turzynski,Italy,4,Opp,8.0,Dario Ventura,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
743,Krzysztof Turzynski,Denmark,4,Mod,4.0,Joachim Hermansen,4. Filled ball,1,Selective Fight 4| Room Room 4| Round 1
744,David Collomb,Croatia,4,Rep,5.0,Dominik Poljancic,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
745,David Collomb,Brazil,4,Opp,6.0,Leonardo Falabella,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
746,David Collomb,Switzerland,4,Mod,6.0,Pavlo Kashko,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
747,Diego Gallego,Croatia,4,Rep,6.0,Dominik Poljancic,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
748,Diego Gallego,Brazil,4,Opp,7.0,Leonardo Falabella,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
749,Diego Gallego,Switzerland,4,Mod,8.0,Pavlo Kashko,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
750,Kseniia Minakova,Croatia,4,Rep,4.0,Dominik Poljancic,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
751,Kseniia Minakova,Brazil,4,Opp,6.0,Leonardo Falabella,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
752,Kseniia Minakova,Switzerland,4,Mod,8.0,Pavlo Kashko,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
753,Suzanne Andersen,Croatia,4,Rep,4.0,Dominik Poljancic,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
754,Suzanne Andersen,Brazil,4,Opp,6.0,Leonardo Falabella,9. Electrostatic lighter,1,Selective Fight 4| Room Room 2| Round 1
